OBJECTID,DATASET_E,DATASET_C,ADDRESS_E,ADDRESS_C,SEARCH1_E,SEARCH1_C,SEARCH2_E,SEARCH2_C,NSEARCH1_E,NSEARCH1_C,NSEARCH2_E,NSEARCH2_C,NSEARCH3_E,NSEARCH3_C,NSEARCH4_E,NSEARCH4_C,NSEARCH5_E,NSEARCH5_C,LATITUDE,LONGITUDE,GeometryLongitude,GeometryLatitude
25244,Building information and age records,樓宇資料及樓齡紀錄,23 TSUEN HING PATH TSUEN FAT BUILDING,荃灣 荃興徑23號 荃發大廈,Tsuen Wan,荃灣,New Territories,新界,1586333,1586333,NT89/73,NT89/73,1973-05-21,1973-05-21,Podium,平台,Residential/Composite,住宅/綜合用途,22.37252171,114.1154723,114.11547230030646,22.37252170980912
25245,Building information and age records,樓宇資料及樓齡紀錄,18/26 KWAI FUNG CRESCENT WING HONG FACTORY BUILDING,葵涌 葵豐街18/26號 永康工業大廈,Kwai Tsing,葵青,New Territories,新界,1586373,1586373,NT90/80,NT90/80,1980-07-15,1980-07-15,Podium,平台,Industrial,工業,22.35548724,114.1247151,114.12471509972215,22.35548723994424
25246,Building information and age records,樓宇資料及樓齡紀錄,22 SAN FAT ST,上水 新發街22號,North,北區,New Territories,新界,1586427,1586427,NT94/65,NT94/65,1965-09-14,1965-09-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50376656,114.1271308,114.12713080014635,22.503766559579105
25247,Building information and age records,樓宇資料及樓齡紀錄,18/26 KWAI FUNG CRESCENT WING HONG FACTORY BUILDING,葵涌 葵豐街18/26號 永康工業大廈,Kwai Tsing,葵青,New Territories,新界,1586440,1586440,NT90/80,NT90/80,1980-07-15,1980-07-15,Tower,座,Industrial,工業,22.35551298,114.1246813,114.12468129960234,22.355512980339824
25248,Building information and age records,樓宇資料及樓齡紀錄,23 TSUEN HING PATH TSUEN FAT BUILDING,荃灣 荃興徑23號 荃發大廈,Tsuen Wan,荃灣,New Territories,新界,1586745,1586745,NT89/73,NT89/73,1973-05-21,1973-05-21,Tower,座,Residential/Composite,住宅/綜合用途,22.37252171,114.1154723,114.11547230030646,22.37252170980912
25249,Building information and age records,樓宇資料及樓齡紀錄,28/36 KWAI FUNG CRESCENT YIP FUNG INDUSTRIAL BUILDING,葵涌 葵豐街28/36號 業豐工業大廈,Kwai Tsing,葵青,New Territories,新界,1586818,1586818,NT107/80,NT107/80,1980-08-19,1980-08-19,Tower,座,Industrial,工業,22.35577967,114.1250571,114.12505710020503,22.355779669795993
25250,Building information and age records,樓宇資料及樓齡紀錄,26 SAN FAT ST,上水 新發街26號,North,北區,New Territories,新界,1586854,1586854,NT94/65,NT94/65,1965-09-14,1965-09-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50367132,114.1271198,114.1271197996391,22.5036713195758
25251,Building information and age records,樓宇資料及樓齡紀錄,30 SAN FAT ST,上水 新發街30號,North,北區,New Territories,新界,1586992,1586992,NT94/65,NT94/65,1965-09-14,1965-09-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50357406,114.1271086,114.12710860038169,22.503574059695154
25252,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 1,粉嶺 粉嶺樓路11號 粉嶺花園 1座,North,北區,New Territories,新界,1586999,1586999,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49892126,114.1402595,114.14025949997597,22.498921259708425
25253,Building information and age records,樓宇資料及樓齡紀錄,S.A.E. TOWER 38/42 KWAI FUNG CRESCENT, ,Kwai Tsing,葵青,New Territories,新界,1587022,1587022,NT193/82,NT193/82,1982-10-04,1982-10-04,Podium,平台,Industrial,工業,22.35552959,114.1253254,114.12532540034704,22.355529589918717
25254,Building information and age records,樓宇資料及樓齡紀錄,34 SAN FAT ST,上水 新發街34號,North,北區,New Territories,新界,1587042,1587042,NT94/65,NT94/65,1965-09-14,1965-09-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50347693,114.1270973,114.12709730040012,22.50347693021621
25255,Building information and age records,樓宇資料及樓齡紀錄,S.A.E. TOWER 38/42 KWAI FUNG CRESCENT, ,Kwai Tsing,葵青,New Territories,新界,1587051,1587051,NT193/82,NT193/82,1982-10-04,1982-10-04,Tower,座,Industrial,工業,22.35551096,114.1253515,114.12535149957216,22.355510959563162
25256,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 2,粉嶺 粉嶺樓路11號 粉嶺花園 2座,North,北區,New Territories,新界,1587110,1587110,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49909599,114.1402177,114.14021770038664,22.499095989888076
25257,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK A,大埔 梅樹坑路1號 大埔花園 A座,Tai Po,大埔,New Territories,新界,1587136,1587136,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.4540494,114.1539744,114.15397440039828,22.45404940005983
25258,Building information and age records,樓宇資料及樓齡紀錄,38 SAN FAT ST,上水 新發街38號,North,北區,New Territories,新界,1587160,1587160,NT94/65,NT94/65,1965-09-14,1965-09-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50338177,114.1270866,114.12708660026647,22.50338177025253
25259,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 3,粉嶺 粉嶺樓路11號 粉嶺花園 3座,North,北區,New Territories,新界,1587167,1587167,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49927337,114.1401747,114.14017470020235,22.499273370369792
25260,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK B,大埔 梅樹坑路1號 大埔花園 B座,Tai Po,大埔,New Territories,新界,1587182,1587182,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45425436,114.1538424,114.15384239970706,22.454254360050754
25261,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK C,大埔 梅樹坑路1號 大埔花園 C座,Tai Po,大埔,New Territories,新界,1587231,1587231,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45474788,114.1536811,114.15368110000281,22.45474788011063
25262,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK D,大埔 梅樹坑路1號 大埔花園 D座,Tai Po,大埔,New Territories,新界,1587257,1587257,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45462706,114.1538833,114.15388329997438,22.45462705979105
25263,Building information and age records,樓宇資料及樓齡紀錄,42 SAN FAT ST,上水 新發街42號,North,北區,New Territories,新界,1587278,1587278,NT94/65,NT94/65,1965-09-14,1965-09-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50328701,114.1270757,114.12707569958388,22.503287009587893
25264,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK E,大埔 梅樹坑路1號 大埔花園 E座,Tai Po,大埔,New Territories,新界,1587285,1587285,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45450464,114.1540845,114.1540844998998,22.45450463957752
25265,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK F,大埔 梅樹坑路1號 大埔花園 F座,Tai Po,大埔,New Territories,新界,1587315,1587315,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45438245,114.1542869,114.15428690042017,22.454382449590412
25266,Building information and age records,樓宇資料及樓齡紀錄,44B SAN FAT ST,上水 新發街44B號,North,北區,New Territories,新界,1587343,1587343,NT94/65,NT94/65,1965-09-14,1965-09-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50320356,114.1270662,114.12706620004519,22.5032035596966
25267,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 4,粉嶺 粉嶺樓路11號 粉嶺花園 4座,North,北區,New Territories,新界,1587359,1587359,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.4994486,114.1401332,114.14013320008712,22.4994485996732
25268,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK G,大埔 梅樹坑路1號 大埔花園 G座,Tai Po,大埔,New Territories,新界,1587376,1587376,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45426106,114.1544895,114.15448949969073,22.454261059999965
25269,Building information and age records,樓宇資料及樓齡紀錄,2 MAN MING LANE,文明里2號,Yau Tsim Mong,油尖旺,Kowloon,九龍,1587411,1587411,D98/52,D98/52,1952-03-18,1952-03-18,Tower,座,Residential/Composite,住宅/綜合用途,22.31164349,114.1704691,114.17046909986914,22.311643489755284
25270,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK H,大埔 梅樹坑路1號 大埔花園 H座,Tai Po,大埔,New Territories,新界,1587419,1587419,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45413944,114.154692,114.15469200003588,22.45413944018304
25271,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK J,大埔 梅樹坑路1號 大埔花園 J座,Tai Po,大埔,New Territories,新界,1587440,1587440,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45401391,114.1548992,114.15489920023799,22.45401391011393
25272,Building information and age records,樓宇資料及樓齡紀錄,105 CHUEN LUNG ST,荃灣 川龍街105號,Tsuen Wan,荃灣,New Territories,新界,1587465,1587465,NT52/62,NT52/62,1962-10-20,1962-10-20,Tower,座,Residential/Composite,住宅/綜合用途,22.36958655,114.1156331,114.11563309998769,22.36958655017918
25273,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 5,粉嶺 粉嶺樓路11號 粉嶺花園 5座,North,北區,New Territories,新界,1587475,1587475,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49962439,114.1400916,114.14009160014734,22.499624390153542
25274,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 2,粉嶺 一鳴路23號 牽晴間 2座,North,北區,New Territories,新界,1587490,1587490,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.48692134,114.1435097,114.14350970021258,22.486921340347635
25275,Building information and age records,樓宇資料及樓齡紀錄,15 MIDDLE LANE DISCOVERY BAY MIDVALE VILLAGE CLEAR VIEW,大嶼山 畔山徑15號 愉景灣畔峰 觀景樓,Islands,離島區,New Territories,新界,1587621,1587621,NT104/85,NT104/85,1985-09-13,1985-09-13,Tower,座,Residential/Composite,住宅/綜合用途,22.29786981,114.0109927,114.01099270005318,22.297869809644055
25276,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 6,粉嶺 粉嶺樓路11號 粉嶺花園 6座,North,北區,New Territories,新界,1587797,1587797,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49952916,114.139886,114.13988599983907,22.499529160042755
25277,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 3,粉嶺 一鳴路23號 牽晴間 3座,North,北區,New Territories,新界,1587817,1587817,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.48674995,114.1437825,114.14378249966273,22.486749950250044
25278,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 7,粉嶺 粉嶺樓路11號 粉嶺花園 7座,North,北區,New Territories,新界,1588043,1588043,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49945552,114.139709,114.13970899977062,22.499455519956314
25279,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK K,大埔 梅樹坑路1號 大埔花園 K座,Tai Po,大埔,New Territories,新界,1588059,1588059,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45381436,114.1547917,114.1547916997772,22.453814360444426
25280,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 4,粉嶺 一鳴路23號 牽晴間 4座,North,北區,New Territories,新界,1588092,1588092,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.4865868,114.144048,114.1440480002151,22.486586799741076
25281,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK L,大埔 梅樹坑路1號 大埔花園 L座,Tai Po,大埔,New Territories,新界,1588303,1588303,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.4536129,114.154684,114.15468399966687,22.45361289971561
25282,Building information and age records,樓宇資料及樓齡紀錄,17 MIDDLE LANE DISCOVERY BAY MIDVALE VILLAGE BAY VIEW,大嶼山 畔山徑17號 愉景灣畔峰 觀灣樓,Islands,離島區,New Territories,新界,1588340,1588340,NT104/85,NT104/85,1985-09-13,1985-09-13,Tower,座,Residential/Composite,住宅/綜合用途,22.29766675,114.0111933,114.0111933001308,22.29766674992061
25283,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK M,大埔 梅樹坑路1號 大埔花園 M座,Tai Po,大埔,New Territories,新界,1588409,1588409,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45341299,114.1545717,114.15457170042373,22.453412990317304
25284,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 8,粉嶺 粉嶺樓路11號 粉嶺花園 8座,North,北區,New Territories,新界,1588421,1588421,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49937981,114.1395319,114.13953189987728,22.499379809630568
25285,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK N,大埔 梅樹坑路1號 大埔花園 N座,Tai Po,大埔,New Territories,新界,1588460,1588460,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.4535998,114.1543466,114.15434660011556,22.45359980019066
25286,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 5,粉嶺 一鳴路23號 牽晴間 5座,North,北區,New Territories,新界,1588462,1588462,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.48682922,114.1444831,114.14448310031491,22.48682922009249
25287,Building information and age records,樓宇資料及樓齡紀錄,1 MUI SHU HANG RD TAI PO GARDEN BLK P,大埔 梅樹坑路1號 大埔花園 P座,Tai Po,大埔,New Territories,新界,1588708,1588708,NT248/89,NT248/89,1989-12-20,1989-12-20,Tower,座,Residential/Composite,住宅/綜合用途,22.45378255,114.1541824,114.15418240009774,22.453782549625032
25288,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 6,粉嶺 一鳴路23號 牽晴間 6座,North,北區,New Territories,新界,1588885,1588885,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.48665863,114.1447562,114.14475620013854,22.486658630391503
25289,Building information and age records,樓宇資料及樓齡紀錄,21 TAI WAN RD SUMMIT BUILDING,大環道21號 興業大廈,Kowloon City,九龍城,Kowloon,九龍,1589254,1589254,K93/76,K93/76,1976-11-24,1976-11-24,Tower,座,Industrial,工業,22.30843398,114.1883824,114.1883823998279,22.308433980244047
25290,Building information and age records,樓宇資料及樓齡紀錄,36-38 SAN FUNG AVE TAK FUNG BUILDING,上水 新豐路36-38號 德豐樓,North,北區,New Territories,新界,1589458,1589458,NT149/83,NT149/83,1983-11-04,1983-11-04,Podium,平台,Residential/Composite,住宅/綜合用途,22.50647052,114.1268454,114.126845400295,22.50647051969878
25291,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 9,粉嶺 粉嶺樓路11號 粉嶺花園 9座,North,北區,New Territories,新界,1589462,1589462,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49918611,114.139467,114.13946700030192,22.49918611005097
25292,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 7,粉嶺 一鳴路23號 牽晴間 7座,North,北區,New Territories,新界,1589477,1589477,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.48648387,114.1450294,114.14502939978706,22.486483869634924
25293,Building information and age records,樓宇資料及樓齡紀錄,36-38 SAN FUNG AVE TAK FUNG BUILDING,上水 新豐路36-38號 德豐樓,North,北區,New Territories,新界,1589669,1589669,NT149/83,NT149/83,1983-11-04,1983-11-04,Tower,座,Residential/Composite,住宅/綜合用途,22.50647074,114.1268454,114.126845400295,22.506470740032682
25294,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 8,粉嶺 一鳴路23號 牽晴間 8座,North,北區,New Territories,新界,1589803,1589803,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.4872278,114.1449811,114.1449810998979,22.487227799623327
25295,Building information and age records,樓宇資料及樓齡紀錄,19 MIDDLE LANE DISCOVERY BAY MIDVALE VILLAGE MARINE VIEW,大嶼山 畔山徑19號 愉景灣畔峰 觀濤樓,Islands,離島區,New Territories,新界,1590032,1590032,NT104/85,NT104/85,1985-09-13,1985-09-13,Tower,座,Residential/Composite,住宅/綜合用途,22.29745011,114.0114104,114.01141040006996,22.297450110434283
25296,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 9,粉嶺 一鳴路23號 牽晴間 9座,North,北區,New Territories,新界,1590106,1590106,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.48731858,114.1446418,114.14464180007906,22.48731857988861
25297,Building information and age records,樓宇資料及樓齡紀錄,107-109 SAN FUNG AVE,上水 新豐路107-109號,North,北區,New Territories,新界,1590338,1590338,NT72/69,NT72/69,1969-12-30,1969-12-30,Tower,座,Residential/Composite,住宅/綜合用途,22.50344323,114.1268854,114.12688540034105,22.503443229921174
25298,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 10,粉嶺 一鳴路23號 牽晴間 10座,North,北區,New Territories,新界,1590344,1590344,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.48740179,114.1443314,114.14433139997413,22.487401789660908
25299,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 11,粉嶺 一鳴路23號 牽晴間 11座,North,北區,New Territories,新界,1590595,1590595,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.48748533,114.1440236,114.14402359980932,22.48748533038372
25300,Building information and age records,樓宇資料及樓齡紀錄,23 YAT MING RD DAWNING VIEWS BLK 12,粉嶺 一鳴路23號 牽晴間 12座,North,北區,New Territories,新界,1590832,1590832,HD26/99,HD26/99,1999-06-15,1999-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.4875762,114.1436825,114.14368250044708,22.48757619968194
25301,Building information and age records,樓宇資料及樓齡紀錄,113/119 SAN FUNG AVE SAN FUNG HOUSE,上水 新豐路113/119號 新豐樓,North,北區,New Territories,新界,1590932,1590932,NT62/66,NT62/66,1966-07-07,1966-07-07,Tower,座,Residential/Composite,住宅/綜合用途,22.50327241,114.1268648,114.12686479957085,22.50327240999377
25302,Building information and age records,樓宇資料及樓齡紀錄,69 SAN FUNG AVE,上水 新豐路69號,North,北區,New Territories,新界,1591111,1591111,NT127/65,NT127/65,1965-11-20,1965-11-20,Tower,座,Residential/Composite,住宅/綜合用途,22.50459028,114.1270171,114.12701709975943,22.504590280117384
25303,Building information and age records,樓宇資料及樓齡紀錄,71 SAN FUNG AVE,上水 新豐路71號,North,北區,New Territories,新界,1591131,1591131,NT62/62,NT62/62,1962-11-21,1962-11-21,Tower,座,Residential/Composite,住宅/綜合用途,22.50451041,114.1270074,114.12700739967181,22.504510410427145
25304,Building information and age records,樓宇資料及樓齡紀錄,9 WO MUK RD UNION PLAZA,粉嶺 和睦路9號 海聯廣場,North,北區,New Territories,新界,1591137,1591137,NT69/94,NT69/94,1994-05-23,1994-05-23,Podium,平台,Residential/Composite,住宅/綜合用途,22.49991583,114.1416439,114.14164390014594,22.499915829851716
25305,Building information and age records,樓宇資料及樓齡紀錄,79 SAN FUNG AVE,上水 新豐路79號,North,北區,New Territories,新界,1591303,1591303,NT82/66,NT82/66,1966-10-07,1966-10-07,Tower,座,Residential/Composite,住宅/綜合用途,22.50431427,114.1269804,114.1269804002253,22.504314270087548
25306,Building information and age records,樓宇資料及樓齡紀錄,117 CHUEN LUNG ST,荃灣 川龍街117號,Tsuen Wan,荃灣,New Territories,新界,1591325,1591325,NT42/62,NT42/62,1962-10-05,1962-10-05,Tower,座,Residential/Composite,住宅/綜合用途,22.36930116,114.1154544,114.11545440020052,22.369301160220402
25307,Building information and age records,樓宇資料及樓齡紀錄,79 & 81 SAN FUNG AVE,上水 新豐路79及81號,North,北區,New Territories,新界,1591326,1591326,NT60/64,NT60/64,1964-06-15,1964-06-15,Tower,座,Residential/Composite,住宅/綜合用途,22.50420619,114.1269659,114.1269658995567,22.50420618956406
25308,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 10,粉嶺 粉嶺樓路11號 粉嶺花園 10座,North,北區,New Territories,新界,1591351,1591351,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49900859,114.1395125,114.13951249970216,22.499008590174356
25309,Building information and age records,樓宇資料及樓齡紀錄,59 SAN FUNG AVE SIU KAI HOUSE,上水 新豐路59號 兆計樓,North,北區,New Territories,新界,1591374,1591374,NT83/75,NT83/75,1975-08-30,1975-08-30,Tower,座,Residential/Composite,住宅/綜合用途,22.50500432,114.1270633,114.1270632997315,22.505004319893487
25310,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 11,粉嶺 粉嶺樓路11號 粉嶺花園 11座,North,北區,New Territories,新界,1591402,1591402,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49883279,114.1395639,114.13956389955433,22.49883278980144
25311,Building information and age records,樓宇資料及樓齡紀錄,61 SAN FUNG AVE BOC SHEUNG SHUI COMMERCIAL CENTRE,上水 新豐路61號 中銀上水商業中心,North,北區,New Territories,新界,1591421,1591421,NT157/72,NT157/72,1972-10-04,1972-10-04,Podium,平台,Office/Commercial,寫字樓/商業,22.50487954,114.1270352,114.12703520041418,22.504879539858905
25312,Building information and age records,樓宇資料及樓齡紀錄,21 MIDDLE LANE DISCOVERY BAY MIDVALE VILLAGE ISLAND VIEW,大嶼山 畔山徑21號 愉景灣畔峰 觀港樓,Islands,離島區,New Territories,新界,1591424,1591424,NT104/85,NT104/85,1985-09-13,1985-09-13,Tower,座,Residential/Composite,住宅/綜合用途,22.29716678,114.0113934,114.01139340018528,22.29716677992303
25313,Building information and age records,樓宇資料及樓齡紀錄,9 WO MUK RD UNION PLAZA TOWER 1,粉嶺 和睦路9號 海聯廣場 1座,North,北區,New Territories,新界,1591484,1591484,NT69/94,NT69/94,1994-05-23,1994-05-23,Tower,座,Residential/Composite,住宅/綜合用途,22.49971194,114.1416256,114.14162559984163,22.499711940054056
25314,Building information and age records,樓宇資料及樓齡紀錄,61 SAN FUNG AVE BOC SHEUNG SHUI COMMERCIAL CENTRE,上水 新豐路61號 中銀上水商業中心,North,北區,New Territories,新界,1591648,1591648,NT157/72,NT157/72,1972-10-04,1972-10-04,Tower,座,Office/Commercial,寫字樓/商業,22.50487963,114.1270352,114.12703520041418,22.504879629791105
25315,Building information and age records,樓宇資料及樓齡紀錄,23 MIDDLE LANE DISCOVERY BAY MIDVALE VILLAGE PINE VIEW,大嶼山 畔山徑23號 愉景灣畔峰 觀柏樓,Islands,離島區,New Territories,新界,1591652,1591652,NT104/85,NT104/85,1985-09-13,1985-09-13,Tower,座,Residential/Composite,住宅/綜合用途,22.29696353,114.0111688,114.01116879990025,22.29696353044261
25316,Building information and age records,樓宇資料及樓齡紀錄,9 WO MUK RD UNION PLAZA TOWER 2,粉嶺 和睦路9號 海聯廣場 2座,North,北區,New Territories,新界,1591723,1591723,NT69/94,NT69/94,1994-05-23,1994-05-23,Tower,座,Residential/Composite,住宅/綜合用途,22.4999494,114.1413432,114.14134320012863,22.49994939974505
25317,Building information and age records,樓宇資料及樓齡紀錄,9 WO MUK RD UNION PLAZA TOWER 3,粉嶺 和睦路9號 海聯廣場 3座,North,北區,New Territories,新界,1591892,1591892,NT69/94,NT69/94,1994-05-23,1994-05-23,Tower,座,Residential/Composite,住宅/綜合用途,22.50022662,114.1416101,114.14161010002613,22.500226620262367
25318,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 12,粉嶺 粉嶺樓路11號 粉嶺花園 12座,North,北區,New Territories,新界,1591904,1591904,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49866339,114.1396289,114.13962889985396,22.498663389903584
25319,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 13,粉嶺 粉嶺樓路11號 粉嶺花園 13座,North,北區,New Territories,新界,1592068,1592068,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49850247,114.1397313,114.13973130025931,22.49850246971323
25320,Building information and age records,樓宇資料及樓齡紀錄,8 FU WING ST FOO YU BUILDING,荃灣 富榮街8號 富裕樓,Tsuen Wan,荃灣,New Territories,新界,1592083,1592083,NT45/73,NT45/73,1973-02-26,1973-02-26,Tower,座,Residential/Composite,住宅/綜合用途,22.37304271,114.1164276,114.11642759975393,22.37304270955343
25321,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 14,粉嶺 粉嶺樓路11號 粉嶺花園 14座,North,北區,New Territories,新界,1592086,1592086,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49835959,114.1398487,114.13984869955789,22.49835958992321
25322,Building information and age records,樓宇資料及樓齡紀錄,14 YAN FONG ST MAI FUNG BUILDING,葵涌 仁芳街14號 美豐大廈,Kwai Tsing,葵青,New Territories,新界,1592103,1592103,NT119/77,NT119/77,1977-09-21,1977-09-21,Podium,平台,Residential/Composite,住宅/綜合用途,22.36056256,114.1271334,114.12713340008645,22.36056256031395
