OBJECTID,DATASET_E,DATASET_C,ADDRESS_E,ADDRESS_C,SEARCH1_E,SEARCH1_C,SEARCH2_E,SEARCH2_C,NSEARCH1_E,NSEARCH1_C,NSEARCH2_E,NSEARCH2_C,NSEARCH3_E,NSEARCH3_C,NSEARCH4_E,NSEARCH4_C,NSEARCH5_E,NSEARCH5_C,LATITUDE,LONGITUDE,GeometryLongitude,GeometryLatitude
5132,Building information and age records,樓宇資料及樓齡紀錄,55 CONNAUGHT RD W WUI TAT CENTRE,干諾道西55號 會達中心,Central & Western,中西區,Hong Kong,香港島,312099,312099,H41/94,H41/94,1994-04-30,1994-04-30,Tower,座,Office/Commercial,寫字樓/商業,22.28810865,114.1475843,114.1475842999755,22.28810864999423
5133,Building information and age records,樓宇資料及樓齡紀錄,62/63 CONNAUGHT RD W SI TOI COMMERCIAL BUILDING,干諾道西62/63號 時代商業大廈,Central & Western,中西區,Hong Kong,香港島,312134,312134,H127/83,H127/83,1983-08-12,1983-08-12,Tower,座,Office/Commercial,寫字樓/商業,22.28814771,114.1471125,114.14711250034168,22.288147710248666
5134,Building information and age records,樓宇資料及樓齡紀錄,8A TAI PING SHAN ST,太平山街8A號,Central & Western,中西區,Hong Kong,香港島,312157,312157,H139/73,H139/73,1973-07-27,1973-07-27,Tower,座,Residential/Composite,住宅/綜合用途,22.2843309,114.1486545,114.14865450040497,22.284330900250893
5135,Building information and age records,樓宇資料及樓齡紀錄,38 PEEL ST FELICITY BUILDING,卑利街38號 中發大廈,Central & Western,中西區,Hong Kong,香港島,312158,312158,H7/78,H7/78,1978-01-12,1978-01-12,Tower,座,Residential/Composite,住宅/綜合用途,22.28266376,114.1528074,114.1528073996418,22.28266376042427
5136,Building information and age records,樓宇資料及樓齡紀錄,68 CONNAUGHT RD W BOC CREDIT CARD CENTRE,干諾道西68號 中銀信用卡中心,Central & Western,中西區,Hong Kong,香港島,312292,312292,H70/96,H70/96,1996-10-01,1996-10-01,Podium,平台,Office/Commercial,寫字樓/商業,22.28812288,114.1469123,114.14691229956304,22.288122879966977
5137,Building information and age records,樓宇資料及樓齡紀錄,60 HOLLYWOOD RD,荷李活道60號,Central & Western,中西區,Hong Kong,香港島,312308,312308,PWHOLL60,PWHOLL60,,,Tower,座,Residential/Composite,住宅/綜合用途,22.28284984,114.1527619,114.15276190024156,22.28284984004813
5138,Building information and age records,樓宇資料及樓齡紀錄,68 CONNAUGHT RD W BOC CREDIT CARD CENTRE,干諾道西68號 中銀信用卡中心,Central & Western,中西區,Hong Kong,香港島,312345,312345,H70/96,H70/96,1996-10-01,1996-10-01,Tower,座,Office/Commercial,寫字樓/商業,22.28815288,114.1469172,114.14691719996881,22.288152879551774
5139,Building information and age records,樓宇資料及樓齡紀錄,65 PRINCE EDWARD RD W,太子道西65號,Yau Tsim Mong,油尖旺,Kowloon,九龍,312378,312378,K30/60,K30/60,1960-02-08,1960-02-08,Tower,座,Residential/Composite,住宅/綜合用途,22.32322426,114.164709,114.16470899972057,22.323224260291454
5140,Building information and age records,樓宇資料及樓齡紀錄,72 CONNAUGHT RD W GOLD UNION COMMERCIAL BUILDING,干諾道西72號 金祐商業大廈,Central & Western,中西區,Hong Kong,香港島,312422,312422,H149/77,H149/77,1977-07-27,1977-07-27,Tower,座,Office/Commercial,寫字樓/商業,22.28812091,114.1467079,114.14670789984973,22.28812090955239
5141,Building information and age records,樓宇資料及樓齡紀錄,62 HOLLYWOOD RD,荷李活道62號,Central & Western,中西區,Hong Kong,香港島,312538,312538,PWHOLL62,PWHOLL62,,,Tower,座,Residential/Composite,住宅/綜合用途,22.28291823,114.1527291,114.1527291001679,22.28291822989246
5142,Building information and age records,樓宇資料及樓齡紀錄,73 CONNAUGHT RD W,干諾道西73號,Central & Western,中西區,Hong Kong,香港島,312573,312573,H158/76,H158/76,1976-08-09,1976-08-09,Tower,座,Residential/Composite,住宅/綜合用途,22.28819003,114.146623,114.14662300025134,22.288190029646216
5143,Building information and age records,樓宇資料及樓齡紀錄,66 HOLLYWOOD RD,荷李活道66號,Central & Western,中西區,Hong Kong,香港島,312582,312582,H157/74,H157/74,1974-08-27,1974-08-27,Tower,座,Residential/Composite,住宅/綜合用途,22.28296203,114.1526739,114.15267389978067,22.282962029574037
5144,Building information and age records,樓宇資料及樓齡紀錄,75 CONNAUGHT RD W CHI CHEUNG BUILDING,干諾道西75號 致祥大廈,Central & Western,中西區,Hong Kong,香港島,312592,312592,H187/75,H187/75,1975-09-16,1975-09-16,Podium,平台,Residential/Composite,住宅/綜合用途,22.28815361,114.1465493,114.14654929991036,22.288153609801327
5145,Building information and age records,樓宇資料及樓齡紀錄,186A TONG MI RD,塘尾道186A號,Yau Tsim Mong,油尖旺,Kowloon,九龍,312594,312594,K17/61,K17/61,1961-01-20,1961-01-20,Tower,座,Residential/Composite,住宅/綜合用途,22.3232487,114.1653813,114.16538129960736,22.323248700267357
5146,Building information and age records,樓宇資料及樓齡紀錄,75 CONNAUGHT RD W CHI CHEUNG BUILDING,干諾道西75號 致祥大廈,Central & Western,中西區,Hong Kong,香港島,312645,312645,H187/75,H187/75,1975-09-16,1975-09-16,Tower,座,Residential/Composite,住宅/綜合用途,22.28815361,114.1465493,114.14654929991036,22.288153609801327
5147,Building information and age records,樓宇資料及樓齡紀錄,70A HOLLYWOOD RD,荷李活道70A號,Central & Western,中西區,Hong Kong,香港島,312647,312647,H475/66,H475/66,1966-12-30,1966-12-30,Tower,座,Residential/Composite,住宅/綜合用途,22.28315072,114.1525534,114.1525533996197,22.283150719929836
5148,Building information and age records,樓宇資料及樓齡紀錄,12 TAI PING SHAN ST,太平山街12號,Central & Western,中西區,Hong Kong,香港島,312651,312651,H19/73,H19/73,1973-01-20,1973-01-20,Tower,座,Residential/Composite,住宅/綜合用途,22.28438087,114.1485914,114.14859140037288,22.284380870181053
5149,Building information and age records,樓宇資料及樓齡紀錄,72A HOLLYWOOD RD,荷李活道72A號,Central & Western,中西區,Hong Kong,香港島,312732,312732,H9/69,H9/69,1969-01-14,1969-01-14,Tower,座,Residential/Composite,住宅/綜合用途,22.28326009,114.1524765,114.15247650039021,22.283260090081114
5150,Building information and age records,樓宇資料及樓齡紀錄,76 CONNAUGHT RD W,干諾道西76號,Central & Western,中西區,Hong Kong,香港島,312747,312747,H225/71,H225/71,1971-11-09,1971-11-09,Tower,座,Residential/Composite,住宅/綜合用途,22.28815021,114.146482,114.14648200004433,22.288150210363995
5151,Building information and age records,樓宇資料及樓齡紀錄,15 MAN ON ST MARVEL COURT,萬安街15號 萬豪閣,Yau Tsim Mong,油尖旺,Kowloon,九龍,312748,312748,K13/96,K13/96,1996-03-29,1996-03-29,Tower,座,Residential/Composite,住宅/綜合用途,22.32366722,114.161269,114.16126900026416,22.323667219566573
5152,Building information and age records,樓宇資料及樓齡紀錄,14B TAI PING SHAN ST TAI ON HOUSE,太平山街14B號 太安樓,Central & Western,中西區,Hong Kong,香港島,312791,312791,H78/82,H78/82,1982-06-22,1982-06-22,Tower,座,Residential/Composite,住宅/綜合用途,22.28443689,114.1485208,114.14852079999503,22.28443688985061
5153,Building information and age records,樓宇資料及樓齡紀錄,87 PRINCE EDWARD RD W LEE SHING BUILDING,太子道西87號 利盛大樓,Yau Tsim Mong,油尖旺,Kowloon,九龍,312804,312804,K111/64,K111/64,1964-03-05,1964-03-05,Tower,座,Residential/Composite,住宅/綜合用途,22.323271,114.1655011,114.16550110009575,22.32327099985679
5154,Building information and age records,樓宇資料及樓齡紀錄,74A HOLLYWOOD RD THE PLATINUM HOLLYWOOD,荷李活道74A號 THE PLATINUM HOLLYWOOD,Central & Western,中西區,Hong Kong,香港島,312833,312833,H15/68,H15/68,1968-01-16,1968-01-16,Tower,座,Residential/Composite,住宅/綜合用途,22.28334432,114.1524302,114.15243019969398,22.28334431968466
5155,Building information and age records,樓宇資料及樓齡紀錄,77/78 CONNAUGHT RD W RICE MERCHANTS BUILDING,干諾道西77/78號 米行大廈,Central & Western,中西區,Hong Kong,香港島,312851,312851,H68/86,H68/86,1986-06-18,1986-06-18,Podium,平台,Office/Commercial,寫字樓/商業,22.288155,114.1464178,114.14641780014142,22.28815500015321
5156,Building information and age records,樓宇資料及樓齡紀錄,77/78 CONNAUGHT RD W RICE MERCHANTS BUILDING,干諾道西77/78號 米行大廈,Central & Western,中西區,Hong Kong,香港島,312903,312903,H68/86,H68/86,1986-06-18,1986-06-18,Tower,座,Office/Commercial,寫字樓/商業,22.28812001,114.1464147,114.1464147001783,22.28812001023033
5157,Building information and age records,樓宇資料及樓齡紀錄,16 TAI PING SHAN ST,太平山街16號,Central & Western,中西區,Hong Kong,香港島,312904,312904,H132/83,H132/83,1983-08-18,1983-08-18,Tower,座,Residential/Composite,住宅/綜合用途,22.28446357,114.148487,114.14848699987522,22.284463570037758
5158,Building information and age records,樓宇資料及樓齡紀錄,89 PRINCE EDWARD RD W,太子道西89號,Yau Tsim Mong,油尖旺,Kowloon,九龍,312954,312954,K33/70,K33/70,1970-05-12,1970-05-12,Tower,座,Residential/Composite,住宅/綜合用途,22.32328737,114.1655954,114.16559540030755,22.323287370216008
5159,Building information and age records,樓宇資料及樓齡紀錄,81 CONNAUGHT RD W TAK FUNG BUILDING,干諾道西81號 德豐大廈,Central & Western,中西區,Hong Kong,香港島,312955,312955,H192/80,H192/80,1980-12-31,1980-12-31,Tower,座,Residential/Composite,住宅/綜合用途,22.28819054,114.1463077,114.14630769974065,22.28819053956181
5160,Building information and age records,樓宇資料及樓齡紀錄,18B TAI PING SHAN ST TAI NING HOUSE,太平山街18B號 太寧樓,Central & Western,中西區,Hong Kong,香港島,313046,313046,H79/82,H79/82,1982-06-22,1982-06-22,Tower,座,Residential/Composite,住宅/綜合用途,22.2844894,114.1484539,114.14845390032735,22.2844894003656
5161,Building information and age records,樓宇資料及樓齡紀錄,91A PRINCE EDWARD RD W,太子道西91A號,Yau Tsim Mong,油尖旺,Kowloon,九龍,313078,313078,K153/65,K153/65,1965-04-12,1965-04-12,Tower,座,Residential/Composite,住宅/綜合用途,22.32329302,114.1656406,114.16564060023359,22.323293019757102
5162,Building information and age records,樓宇資料及樓齡紀錄,27 SUTHERLAND ST SEA VIEW MANSION,修打蘭街27號 海景大廈,Central & Western,中西區,Hong Kong,香港島,313086,313086,H194/78,H194/78,1978-10-30,1978-10-30,Tower,座,Residential/Composite,住宅/綜合用途,22.28819924,114.146069,114.1460689998845,22.288199239603273
5163,Building information and age records,樓宇資料及樓齡紀錄,20 TAI PING SHAN ST TAI YUE BUILDING,太平山街20號 太裕樓,Central & Western,中西區,Hong Kong,香港島,313210,313210,H112/69,H112/69,1969-08-26,1969-08-26,Tower,座,Residential/Composite,住宅/綜合用途,22.28457132,114.148355,114.14835500008326,22.284571319610734
5164,Building information and age records,樓宇資料及樓齡紀錄,95 PRINCE EDWARD RD W WAN FUNG BUILDING,太子道西95號 雲峰樓,Yau Tsim Mong,油尖旺,Kowloon,九龍,313341,313341,K311/64,K311/64,1964-07-06,1964-07-06,Tower,座,Residential/Composite,住宅/綜合用途,22.32330432,114.1657043,114.16570430011348,22.32330431973861
5165,Building information and age records,樓宇資料及樓齡紀錄,22/24 TAI PING SHAN ST TAI PING BUILDING,太平山街22/24號 太平樓,Central & Western,中西區,Hong Kong,香港島,313366,313366,H96/68,H96/68,1968-05-01,1968-05-01,Tower,座,Residential/Composite,住宅/綜合用途,22.28462493,114.1483034,114.14830339968216,22.284624929996596
5166,Building information and age records,樓宇資料及樓齡紀錄,244 DES VOEUX RD C TUNG HIP COMMERCIAL BUILDING,德輔道中244號 東協商業大廈,Central & Western,中西區,Hong Kong,香港島,313400,313400,H99/87(MTR),H99/87(MTR),1987-09-14,1987-09-14,Podium,平台,Office/Commercial,寫字樓/商業,22.28626178,114.1521682,114.15216820020237,22.286261779757353
5167,Building information and age records,樓宇資料及樓齡紀錄,244 DES VOEUX RD C TUNG HIP COMMERCIAL BUILDING,德輔道中244號 東協商業大廈,Central & Western,中西區,Hong Kong,香港島,313408,313408,H99/87(MTR),H99/87(MTR),1987-09-14,1987-09-14,Tower,座,Office/Commercial,寫字樓/商業,22.28629757,114.1521781,114.15217809993942,22.28629757007684
5168,Building information and age records,樓宇資料及樓齡紀錄,48 WING LOK ST FINANCE BUILDING,永樂街48號 金融商業大廈,Central & Western,中西區,Hong Kong,香港島,313453,313453,H216/78,H216/78,1978-11-28,1978-11-28,Tower,座,Office/Commercial,寫字樓/商業,22.28633056,114.1519137,114.15191370015725,22.28633055990747
5169,Building information and age records,樓宇資料及樓齡紀錄,99A PRINCE EDWARD RD W,太子道西99A號 太子樓,Yau Tsim Mong,油尖旺,Kowloon,九龍,313492,313492,K92/73,K92/73,1973-09-19,1973-09-19,Tower,座,Residential/Composite,住宅/綜合用途,22.32332205,114.1657972,114.16579720008076,22.32332204987273
5170,Building information and age records,樓宇資料及樓齡紀錄,262 DES VOEUX RD C YAT CHAU BUILDING,德輔道中262號 一洲大廈,Central & Western,中西區,Hong Kong,香港島,313573,313573,H57/90,H57/90,1990-05-11,1990-05-11,Podium,平台,Office/Commercial,寫字樓/商業,22.28642858,114.1518339,114.1518338997148,22.28642857971522
5171,Building information and age records,樓宇資料及樓齡紀錄,262 DES VOEUX RD C YAT CHAU BUILDING,德輔道中262號 一洲大廈,Central & Western,中西區,Hong Kong,香港島,313585,313585,H57/90,H57/90,1990-05-11,1990-05-11,Tower,座,Office/Commercial,寫字樓/商業,22.28642858,114.1518336,114.15183360024048,22.28642857971522
5172,Building information and age records,樓宇資料及樓齡紀錄,136 DES VOEUX RD C BOC GROUP LIFE ASSURANCE TOWER,德輔道中136號 中銀集團人壽保險大廈,Central & Western,中西區,Hong Kong,香港島,313607,313607,H90/87,H90/87,1987-08-18,1987-08-18,Tower,座,Office/Commercial,寫字樓/商業,22.28518987,114.1545571,114.15455709993023,22.28518986971676
5173,Building information and age records,樓宇資料及樓齡紀錄,284 DES VOEUX RD C HING YIP COMMERCIAL CENTRE,德輔道中284號 興業商業中心,Central & Western,中西區,Hong Kong,香港島,313690,313690,H52/84,H52/84,1984-05-22,1984-05-22,Tower,座,Office/Commercial,寫字樓/商業,22.28652159,114.151471,114.15147099988678,22.28652159029923
5174,Building information and age records,樓宇資料及樓齡紀錄,107 PRINCE EDWARD RD W LEE TAI BUILDING,太子道西107號 利泰大樓,Yau Tsim Mong,油尖旺,Kowloon,九龍,313691,313691,K440/63,K440/63,1963-12-19,1963-12-19,Tower,座,Residential/Composite,住宅/綜合用途,22.32334723,114.1659318,114.16593179981282,22.323347229990702
5175,Building information and age records,樓宇資料及樓齡紀錄,88 CONNAUGHT RD W GUANGDONG FINANCE BUILDING,干諾道西88號 粵財大廈,Central & Western,中西區,Hong Kong,香港島,313882,313882,H77/98,H77/98,1998-11-22,1998-11-22,Tower,座,Office/Commercial,寫字樓/商業,22.28825618,114.1457309,114.14573089976125,22.28825618017862
5176,Building information and age records,樓宇資料及樓齡紀錄,288 DES VOEUX RD C ETON BUILDING,德輔道中288號 易通商業大廈,Central & Western,中西區,Hong Kong,香港島,313957,313957,H22/90(MTR),H22/90(MTR),1990-02-16,1990-02-16,Podium,平台,Office/Commercial,寫字樓/商業,22.28661132,114.1511079,114.15110790040933,22.28661132015634
5177,Building information and age records,樓宇資料及樓齡紀錄,2/20 PALM ST GREENFIELD GARDEN BLK 1,棕樹街2/20號 榮富苑 1座,Yau Tsim Mong,油尖旺,Kowloon,九龍,313980,313980,K5/93,K5/93,1993-02-03,1993-02-03,Tower,座,Residential/Composite,住宅/綜合用途,22.31930422,114.1655456,114.16554560034922,22.319304219813944
5178,Building information and age records,樓宇資料及樓齡紀錄,288 DES VOEUX RD C ETON BUILDING,德輔道中288號 易通商業大廈,Central & Western,中西區,Hong Kong,香港島,313982,313982,H22/90(MTR),H22/90(MTR),1990-02-16,1990-02-16,Tower,座,Office/Commercial,寫字樓/商業,22.28661132,114.1511077,114.15110769986052,22.28661132015634
5179,Building information and age records,樓宇資料及樓齡紀錄,88 CONNAUGHT RD W GUANGDONG FINANCE BUILDING,干諾道西88號 粵財大廈,Central & Western,中西區,Hong Kong,香港島,314197,314197,H77/98,H77/98,1998-11-22,1998-11-22,Podium,平台,Office/Commercial,寫字樓/商業,22.28821168,114.1457266,114.14572660010253,22.288211679925155
5180,Building information and age records,樓宇資料及樓齡紀錄,6 GILMAN'S BAZAAR,機利文新街6號,Central & Western,中西區,Hong Kong,香港島,314200,314200,H200/76,H200/76,1976-11-04,1976-11-04,Tower,座,Office/Commercial,寫字樓/商業,22.28470283,114.1539872,114.15398720044902,22.28470283017151
5181,Building information and age records,樓宇資料及樓齡紀錄,298 DES VOEUX RD C CHUN YIN HSE,德輔道中298號 珍賢樓,Central & Western,中西區,Hong Kong,香港島,314227,314227,H82/80,H82/80,1980-05-30,1980-05-30,Tower,座,Office/Commercial,寫字樓/商業,22.28664811,114.1509685,114.15096850009627,22.286648109622604
